Account,Line Item,Scenario,Year,Month,Amount,MonthNumber,MonthStartDate,MonthEndDate,Quarter
7002,  Interest Expense,Budget,2021,Jul,-3755.58,7,7/1/2021,7/31/2021,Q3
4001,  Core,Budget,2021,Aug,2011881.62,8,8/1/2021,8/31/2021,Q3
4002,  Pro,Budget,2021,Aug,1575302.99,8,8/1/2021,8/31/2021,Q3
4010,  Services,Budget,2021,Aug,924587,8,8/1/2021,8/31/2021,Q3
5001,  Materials,Budget,2021,Aug,-1177860.51,8,8/1/2021,8/31/2021,Q3
5002,  Direct Labor,Budget,2021,Aug,-533037.1,8,8/1/2021,8/31/2021,Q3
5003,  Freight & Logistics,Budget,2021,Aug,-188097,8,8/1/2021,8/31/2021,Q3
6001,  Salaries & Wages,Budget,2021,Aug,-878040.45,8,8/1/2021,8/31/2021,Q3
6002,  Payroll Taxes,Budget,2021,Aug,-122925.66,8,8/1/2021,8/31/2021,Q3
6003,  Rent,Budget,2021,Aug,-54981.68,8,8/1/2021,8/31/2021,Q3
6004,  Marketing,Budget,2021,Aug,,8,8/1/2021,8/31/2021,Q3
6005,  Software & Subscriptions,Budget,2021,Aug,-27085.55,8,8/1/2021,8/31/2021,Q3
6006,  Travel,Budget,2021,Aug,,8,8/1/2021,8/31/2021,Q3
7001,  Interest Income,Budget,2021,Aug,3011.24,8,8/1/2021,8/31/2021,Q3
7002,  Interest Expense,Budget,2021,Aug,-3910.66,8,8/1/2021,8/31/2021,Q3
4001,  Core,Budget,2021,Sep,1865932.01,9,9/1/2021,9/30/2021,Q3
4002,  Pro,Budget,2021,Sep,1425341.18,9,9/1/2021,9/30/2021,Q3
4010,  Services,Budget,2021,Sep,937829.62,9,9/1/2021,9/30/2021,Q3
5001,  Materials,Budget,2021,Sep,-1096523.7,9,9/1/2021,9/30/2021,Q3
5002,  Direct Labor,Budget,2021,Sep,-497358.93,9,9/1/2021,9/30/2021,Q3
5003,  Freight & Logistics,Budget,2021,Sep,-176717.8,9,9/1/2021,9/30/2021,Q3
6001,  Salaries & Wages,Budget,2021,Sep,-900224.65,9,9/1/2021,9/30/2021,Q3
6002,  Payroll Taxes,Budget,2021,Sep,,9,9/1/2021,9/30/2021,Q3
6003,  Rent,Budget,2021,Sep,-55009.59,9,9/1/2021,9/30/2021,Q3
6004,  Marketing,Budget,2021,Sep,-301775.85,9,9/1/2021,9/30/2021,Q3
6005,  Software & Subscriptions,Budget,2021,Sep,-27248.67,9,9/1/2021,9/30/2021,Q3
6006,  Travel,Budget,2021,Sep,-82139.69,9,9/1/2021,9/30/2021,Q3
7001,  Interest Income,Budget,2021,Sep,2973.86,9,9/1/2021,9/30/2021,Q3
7002,  Interest Expense,Budget,2021,Sep,-3512.6,9,9/1/2021,9/30/2021,Q3
4001,  Core,Budget,2021,Oct,2196782.56,10,10/1/2021,10/31/2021,Q4
4002,  Pro,Budget,2021,Oct,1500933.14,10,10/1/2021,10/31/2021,Q4
4010,  Services,Budget,2021,Oct,924881.69,10,10/1/2021,10/31/2021,Q4
5001,  Materials,Budget,2021,Oct,-1210521.82,10,10/1/2021,10/31/2021,Q4
5002,  Direct Labor,Budget,2021,Oct,-547670.29,10,10/1/2021,10/31/2021,Q4
5003,  Freight & Logistics,Budget,2021,Oct,-193718.29,10,10/1/2021,10/31/2021,Q4
6001,  Salaries & Wages,Budget,2021,Oct,-887755,10,10/1/2021,10/31/2021,Q4
6002,  Payroll Taxes,Budget,2021,Oct,-124285.62,10,10/1/2021,10/31/2021,Q4
6003,  Rent,Budget,2021,Oct,-55002.16,10,10/1/2021,10/31/2021,Q4
6004,  Marketing,Budget,2021,Oct,-341112,10,10/1/2021,10/31/2021,Q4
6005,  Software & Subscriptions,Budget,2021,Oct,-26884,10,10/1/2021,10/31/2021,Q4
6006,  Travel,Budget,2021,Oct,-94165,10,10/1/2021,10/31/2021,Q4
7001,  Interest Income,Budget,2021,Oct,3086.01,10,10/1/2021,10/31/2021,Q4
7002,  Interest Expense,Budget,2021,Oct,-3797.32,10,10/1/2021,10/31/2021,Q4
4001,  Core,Budget,2021,Nov,2141494,11,11/1/2021,11/30/2021,Q4
4002,  Pro,Budget,2021,Nov,1663996.57,11,11/1/2021,11/30/2021,Q4
4010,  Services,Budget,2021,Nov,950998,11,11/1/2021,11/30/2021,Q4
5001,  Materials,Budget,2021,Nov,-1242325.3,11,11/1/2021,11/30/2021,Q4
5002,  Direct Labor,Budget,2021,Nov,-561308.79,11,11/1/2021,11/30/2021,Q4
5003,  Freight & Logistics,Budget,2021,Nov,-202450.72,11,11/1/2021,11/30/2021,Q4
6001,  Salaries & Wages,Budget,2021,Nov,-886547.26,11,11/1/2021,11/30/2021,Q4
6002,  Payroll Taxes,Budget,2021,Nov,-124116.62,11,11/1/2021,11/30/2021,Q4
6003,  Rent,Budget,2021,Nov,-55057.87,11,11/1/2021,11/30/2021,Q4
6004,  Marketing,Budget,2021,Nov,-340894.97,11,11/1/2021,11/30/2021,Q4
6005,  Software & Subscriptions,Budget,2021,Nov,-27209.29,11,11/1/2021,11/30/2021,Q4
6006,  Travel,Budget,2021,Nov,-99660,11,11/1/2021,11/30/2021,Q4
7001,  Interest Income,Budget,2021,Nov,,11,11/1/2021,11/30/2021,Q4
7002,  Interest Expense,Budget,2021,Nov,-3539.79,11,11/1/2021,11/30/2021,Q4
4001,  Core,Budget,2021,Dec,2204279.46,12,12/1/2021,12/31/2021,Q4
4002,  Pro,Budget,2021,Dec,1606884.22,12,12/1/2021,12/31/2021,Q4
4010,  Services,Budget,2021,Dec,1001782.86,12,12/1/2021,12/31/2021,Q4
5001,  Materials,Budget,2021,Dec,,12,12/1/2021,12/31/2021,Q4
5002,  Direct Labor,Budget,2021,Dec,-568945,12,12/1/2021,12/31/2021,Q4
5003,  Freight & Logistics,Budget,2021,Dec,-201566.24,12,12/1/2021,12/31/2021,Q4
6001,  Salaries & Wages,Budget,2021,Dec,-872863.64,12,12/1/2021,12/31/2021,Q4
6002,  Payroll Taxes,Budget,2021,Dec,-122201,12,12/1/2021,12/31/2021,Q4
6003,  Rent,Budget,2021,Dec,,12,12/1/2021,12/31/2021,Q4
6004,  Marketing,Budget,2021,Dec,-351050.86,12,12/1/2021,12/31/2021,Q4
6005,  Software & Subscriptions,Budget,2021,Dec,-27053,12,12/1/2021,12/31/2021,Q4
6006,  Travel,Budget,2021,Dec,-98703.5,12,12/1/2021,12/31/2021,Q4
7001,  Interest Income,Budget,2021,Dec,2941,12,12/1/2021,12/31/2021,Q4
7002,  Interest Expense,Budget,2021,Dec,-3744.71,12,12/1/2021,12/31/2021,Q4
4001,  Core,Actual,2022,Jan,1988156.75,1,1/1/2022,1/31/2022,Q1
4002,  Pro,Actual,2022,Jan,1493006.36,1,1/1/2022,1/31/2022,Q1
4010,  Services,Actual,2022,Jan,872544.4,1,1/1/2022,1/31/2022,Q1
5001,  Materials,Actual,2022,Jan,,1,1/1/2022,1/31/2022,Q1
5002,  Direct Labor,Actual,2022,Jan,-519346.52,1,1/1/2022,1/31/2022,Q1
5003,  Freight & Logistics,Actual,2022,Jan,-201091.37,1,1/1/2022,1/31/2022,Q1
6001,  Salaries & Wages,Actual,2022,Jan,-929572,1,1/1/2022,1/31/2022,Q1
6002,  Payroll Taxes,Actual,2022,Jan,-130140.14,1,1/1/2022,1/31/2022,Q1
6003,  Rent,Actual,2022,Jan,-57759.7,1,1/1/2022,1/31/2022,Q1
6004,  Marketing,Actual,2022,Jan,-289230.49,1,1/1/2022,1/31/2022,Q1
6005,  Software & Subscriptions,Actual,2022,Jan,-28576.86,1,1/1/2022,1/31/2022,Q1
6006,  Travel,Actual,2022,Jan,-82105.96,1,1/1/2022,1/31/2022,Q1
7001,  Interest Income,Actual,2022,Jan,2915.02,1,1/1/2022,1/31/2022,Q1
7002,  Interest Expense,Actual,2022,Jan,-4048.23,1,1/1/2022,1/31/2022,Q1
4001,  Core,Actual,2022,Feb,2010570.59,2,2/1/2022,2/28/2022,Q1
4002,  Pro,Actual,2022,Feb,,2,2/1/2022,2/28/2022,Q1
4010,  Services,Actual,2022,Feb,901025.75,2,2/1/2022,2/28/2022,Q1
5001,  Materials,Actual,2022,Feb,-1234422.51,2,2/1/2022,2/28/2022,Q1
5002,  Direct Labor,Actual,2022,Feb,-526416.28,2,2/1/2022,2/28/2022,Q1
5003,  Freight & Logistics,Actual,2022,Feb,-202365,2,2/1/2022,2/28/2022,Q1
6001,  Salaries & Wages,Actual,2022,Feb,-930317.98,2,2/1/2022,2/28/2022,Q1
6002,  Payroll Taxes,Actual,2022,Feb,-130244.51,2,2/1/2022,2/28/2022,Q1
6003,  Rent,Actual,2022,Feb,-58073,2,2/1/2022,2/28/2022,Q1
6004,  Marketing,Actual,2022,Feb,-283608.96,2,2/1/2022,2/28/2022,Q1
6005,  Software & Subscriptions,Actual,2022,Feb,-28635.57,2,2/1/2022,2/28/2022,Q1
6006,  Travel,Actual,2022,Feb,-88966,2,2/1/2022,2/28/2022,Q1
7001,  Interest Income,Actual,2022,Feb,3439.27,2,2/1/2022,2/28/2022,Q1
7002,  Interest Expense,Actual,2022,Feb,-4033.23,2,2/1/2022,2/28/2022,Q1
4001,  Core,Actual,2022,Mar,2234787,3,3/1/2022,3/31/2022,Q1
4002,  Pro,Actual,2022,Mar,1707887,3,3/1/2022,3/31/2022,Q1
4010,  Services,Actual,2022,Mar,998236.55,3,3/1/2022,3/31/2022,Q1
5001,  Materials,Actual,2022,Mar,,3,3/1/2022,3/31/2022,Q1
5002,  Direct Labor,Actual,2022,Mar,-590143.8,3,3/1/2022,3/31/2022,Q1
5003,  Freight & Logistics,Actual,2022,Mar,-224363,3,3/1/2022,3/31/2022,Q1
6001,  Salaries & Wages,Actual,2022,Mar,-909994.4,3,3/1/2022,3/31/2022,Q1
6002,  Payroll Taxes,Actual,2022,Mar,-127399.22,3,3/1/2022,3/31/2022,Q1
6003,  Rent,Actual,2022,Mar,,3,3/1/2022,3/31/2022,Q1
6004,  Marketing,Actual,2022,Mar,-328874,3,3/1/2022,3/31/2022,Q1
6005,  Software & Subscriptions,Actual,2022,Mar,-28720,3,3/1/2022,3/31/2022,Q1
6006,  Travel,Actual,2022,Mar,-97524.92,3,3/1/2022,3/31/2022,Q1
7001,  Interest Income,Actual,2022,Mar,3075,3,3/1/2022,3/31/2022,Q1
7002,  Interest Expense,Actual,2022,Mar,-4028.15,3,3/1/2022,3/31/2022,Q1
4001,  Core,Actual,2022,Apr,2235771.85,4,4/1/2022,4/30/2022,Q2
4002,  Pro,Actual,2022,Apr,1607252.35,4,4/1/2022,4/30/2022,Q2
4010,  Services,Actual,2022,Apr,943830.92,4,4/1/2022,4/30/2022,Q2
5001,  Materials,Actual,2022,Apr,,4,4/1/2022,4/30/2022,Q2
5002,  Direct Labor,Actual,2022,Apr,-565208,4,4/1/2022,4/30/2022,Q2
5003,  Freight & Logistics,Actual,2022,Apr,-220212.36,4,4/1/2022,4/30/2022,Q2
6001,  Salaries & Wages,Actual,2022,Apr,-917334.35,4,4/1/2022,4/30/2022,Q2
6002,  Payroll Taxes,Actual,2022,Apr,-128427,4,4/1/2022,4/30/2022,Q2
6003,  Rent,Actual,2022,Apr,-58444.19,4,4/1/2022,4/30/2022,Q2
6004,  Marketing,Actual,2022,Apr,-314322.6,4,4/1/2022,4/30/2022,Q2
6005,  Software & Subscriptions,Actual,2022,Apr,-28639.89,4,4/1/2022,4/30/2022,Q2
6006,  Travel,Actual,2022,Apr,-95713.27,4,4/1/2022,4/30/2022,Q2
7001,  Interest Income,Actual,2022,Apr,3130.52,4,4/1/2022,4/30/2022,Q2
7002,  Interest Expense,Actual,2022,Apr,,4,4/1/2022,4/30/2022,Q2
4001,  Core,Actual,2022,May,2204712.71,5,5/1/2022,5/31/2022,Q2
4002,  Pro,Actual,2022,May,1736536.67,5,5/1/2022,5/31/2022,Q2
4010,  Services,Actual,2022,May,1028405.57,5,5/1/2022,5/31/2022,Q2
5001,  Materials,Actual,2022,May,-1362974.12,5,5/1/2022,5/31/2022,Q2
5002,  Direct Labor,Actual,2022,May,-594901.36,5,5/1/2022,5/31/2022,Q2
5003,  Freight & Logistics,Actual,2022,May,-234728.66,5,5/1/2022,5/31/2022,Q2
6001,  Salaries & Wages,Actual,2022,May,-939156.18,5,5/1/2022,5/31/2022,Q2
6002,  Payroll Taxes,Actual,2022,May,-131481.87,5,5/1/2022,5/31/2022,Q2
6003,  Rent,Actual,2022,May,-58215.13,5,5/1/2022,5/31/2022,Q2
6004,  Marketing,Actual,2022,May,-313027,5,5/1/2022,5/31/2022,Q2
6005,  Software & Subscriptions,Actual,2022,May,-29203.51,5,5/1/2022,5/31/2022,Q2
6006,  Travel,Actual,2022,May,-97315.67,5,5/1/2022,5/31/2022,Q2
7001,  Interest Income,Actual,2022,May,3448.1,5,5/1/2022,5/31/2022,Q2
7002,  Interest Expense,Actual,2022,May,-4308.06,5,5/1/2022,5/31/2022,Q2
4001,  Core,Actual,2022,Jun,2403487.44,6,6/1/2022,6/30/2022,Q2
4002,  Pro,Actual,2022,Jun,1766549.18,6,6/1/2022,6/30/2022,Q2
4010,  Services,Actual,2022,Jun,973331.78,6,6/1/2022,6/30/2022,Q2
5001,  Materials,Actual,2022,Jun,-1423942,6,6/1/2022,6/30/2022,Q2
5002,  Direct Labor,Actual,2022,Jun,-605411,6,6/1/2022,6/30/2022,Q2
5003,  Freight & Logistics,Actual,2022,Jun,-228374.53,6,6/1/2022,6/30/2022,Q2
6001,  Salaries & Wages,Actual,2022,Jun,-928214.5,6,6/1/2022,6/30/2022,Q2
6002,  Payroll Taxes,Actual,2022,Jun,-129950,6,6/1/2022,6/30/2022,Q2
6003,  Rent,Actual,2022,Jun,-58339.96,6,6/1/2022,6/30/2022,Q2
6004,  Marketing,Actual,2022,Jun,-331604.21,6,6/1/2022,6/30/2022,Q2
6005,  Software & Subscriptions,Actual,2022,Jun,-28889.88,6,6/1/2022,6/30/2022,Q2
6006,  Travel,Actual,2022,Jun,-104468.86,6,6/1/2022,6/30/2022,Q2
7001,  Interest Income,Actual,2022,Jun,2968,6,6/1/2022,6/30/2022,Q2
7002,  Interest Expense,Actual,2022,Jun,-4447.7,6,6/1/2022,6/30/2022,Q2
4001,  Core,Actual,2022,Jul,2398389.39,7,7/1/2022,7/31/2022,Q3
4002,  Pro,Actual,2022,Jul,1717148.85,7,7/1/2022,7/31/2022,Q3
4010,  Services,Actual,2022,Jul,963712.95,7,7/1/2022,7/31/2022,Q3
5001,  Materials,Actual,2022,Jul,-1407890.16,7,7/1/2022,7/31/2022,Q3
5002,  Direct Labor,Actual,2022,Jul,-604321.01,7,7/1/2022,7/31/2022,Q3
5003,  Freight & Logistics,Actual,2022,Jul,-230257.91,7,7/1/2022,7/31/2022,Q3
6001,  Salaries & Wages,Actual,2022,Jul,-935982.18,7,7/1/2022,7/31/2022,Q3
6002,  Payroll Taxes,Actual,2022,Jul,-131038,7,7/1/2022,7/31/2022,Q3
6003,  Rent,Actual,2022,Jul,,7,7/1/2022,7/31/2022,Q3
6004,  Marketing,Actual,2022,Jul,-335740,7,7/1/2022,7/31/2022,Q3
6005,  Software & Subscriptions,Actual,2022,Jul,-28732,7,7/1/2022,7/31/2022,Q3
6006,  Travel,Actual,2022,Jul,-109854.95,7,7/1/2022,7/31/2022,Q3
7001,  Interest Income,Actual,2022,Jul,2751,7,7/1/2022,7/31/2022,Q3
7002,  Interest Expense,Actual,2022,Jul,-3784.45,7,7/1/2022,7/31/2022,Q3
4001,  Core,Actual,2022,Aug,2145918.44,8,8/1/2022,8/31/2022,Q3
4002,  Pro,Actual,2022,Aug,1717339.83,8,8/1/2022,8/31/2022,Q3
4010,  Services,Actual,2022,Aug,957407.2,8,8/1/2022,8/31/2022,Q3
5001,  Materials,Actual,2022,Aug,-1344924.47,8,8/1/2022,8/31/2022,Q3
5002,  Direct Labor,Actual,2022,Aug,-572205.17,8,8/1/2022,8/31/2022,Q3
5003,  Freight & Logistics,Actual,2022,Aug,-220162.25,8,8/1/2022,8/31/2022,Q3
6001,  Salaries & Wages,Actual,2022,Aug,-950681.54,8,8/1/2022,8/31/2022,Q3
6002,  Payroll Taxes,Actual,2022,Aug,-133095,8,8/1/2022,8/31/2022,Q3
6003,  Rent,Actual,2022,Aug,-58328.28,8,8/1/2022,8/31/2022,Q3
6004,  Marketing,Actual,2022,Aug,-303534.59,8,8/1/2022,8/31/2022,Q3
6005,  Software & Subscriptions,Actual,2022,Aug,-28492.03,8,8/1/2022,8/31/2022,Q3
6006,  Travel,Actual,2022,Aug,-92456,8,8/1/2022,8/31/2022,Q3
7001,  Interest Income,Actual,2022,Aug,2617.61,8,8/1/2022,8/31/2022,Q3
7002,  Interest Expense,Actual,2022,Aug,-3781.33,8,8/1/2022,8/31/2022,Q3
4001,  Core,Actual,2022,Sep,2059420,9,9/1/2022,9/30/2022,Q3
4002,  Pro,Actual,2022,Sep,1629376.84,9,9/1/2022,9/30/2022,Q3
4010,  Services,Actual,2022,Sep,953733.33,9,9/1/2022,9/30/2022,Q3
5001,  Materials,Actual,2022,Sep,-1275081.55,9,9/1/2022,9/30/2022,Q3
5002,  Direct Labor,Actual,2022,Sep,-549089.66,9,9/1/2022,9/30/2022,Q3
5003,  Freight & Logistics,Actual,2022,Sep,-212183,9,9/1/2022,9/30/2022,Q3
6001,  Salaries & Wages,Actual,2022,Sep,-932711,9,9/1/2022,9/30/2022,Q3
6002,  Payroll Taxes,Actual,2022,Sep,-130579.59,9,9/1/2022,9/30/2022,Q3
6003,  Rent,Actual,2022,Sep,-58497.6,9,9/1/2022,9/30/2022,Q3
6004,  Marketing,Actual,2022,Sep,-299617.89,9,9/1/2022,9/30/2022,Q3
6005,  Software & Subscriptions,Actual,2022,Sep,-28430.33,9,9/1/2022,9/30/2022,Q3
6006,  Travel,Actual,2022,Sep,-97836.63,9,9/1/2022,9/30/2022,Q3
7001,  Interest Income,Actual,2022,Sep,2537.66,9,9/1/2022,9/30/2022,Q3
7002,  Interest Expense,Actual,2022,Sep,-4018.78,9,9/1/2022,9/30/2022,Q3
4001,  Core,Actual,2022,Oct,2261018.43,10,10/1/2022,10/31/2022,Q4
4002,  Pro,Actual,2022,Oct,1799993.82,10,10/1/2022,10/31/2022,Q4
4010,  Services,Actual,2022,Oct,1032112.38,10,10/1/2022,10/31/2022,Q4
5001,  Materials,Actual,2022,Oct,-1431685.61,10,10/1/2022,10/31/2022,Q4
5002,  Direct Labor,Actual,2022,Oct,-611780.35,10,10/1/2022,10/31/2022,Q4
5003,  Freight & Logistics,Actual,2022,Oct,-233572,10,10/1/2022,10/31/2022,Q4
6001,  Salaries & Wages,Actual,2022,Oct,-940330.29,10,10/1/2022,10/31/2022,Q4
6002,  Payroll Taxes,Actual,2022,Oct,-131646.23,10,10/1/2022,10/31/2022,Q4
6003,  Rent,Actual,2022,Oct,-58579.62,10,10/1/2022,10/31/2022,Q4
6004,  Marketing,Actual,2022,Oct,-340527,10,10/1/2022,10/31/2022,Q4
6005,  Software & Subscriptions,Actual,2022,Oct,-27833.77,10,10/1/2022,10/31/2022,Q4
6006,  Travel,Actual,2022,Oct,-99196,10,10/1/2022,10/31/2022,Q4
7001,  Interest Income,Actual,2022,Oct,2922.09,10,10/1/2022,10/31/2022,Q4
7002,  Interest Expense,Actual,2022,Oct,-4503.51,10,10/1/2022,10/31/2022,Q4
4001,  Core,Actual,2022,Nov,2478453.29,11,11/1/2022,11/30/2022,Q4
4002,  Pro,Actual,2022,Nov,1785549.66,11,11/1/2022,11/30/2022,Q4
4010,  Services,Actual,2022,Nov,953462.18,11,11/1/2022,11/30/2022,Q4
5001,  Materials,Actual,2022,Nov,-1461172.86,11,11/1/2022,11/30/2022,Q4
5002,  Direct Labor,Actual,2022,Nov,-624059.27,11,11/1/2022,11/30/2022,Q4
5003,  Freight & Logistics,Actual,2022,Nov,-232764.16,11,11/1/2022,11/30/2022,Q4
6001,  Salaries & Wages,Actual,2022,Nov,-935326.32,11,11/1/2022,11/30/2022,Q4
6002,  Payroll Taxes,Actual,2022,Nov,-130945.68,11,11/1/2022,11/30/2022,Q4
6003,  Rent,Actual,2022,Nov,-58078.66,11,11/1/2022,11/30/2022,Q4
6004,  Marketing,Actual,2022,Nov,-342907.69,11,11/1/2022,11/30/2022,Q4
6005,  Software & Subscriptions,Actual,2022,Nov,-28294.53,11,11/1/2022,11/30/2022,Q4
6006,  Travel,Actual,2022,Nov,-111154,11,11/1/2022,11/30/2022,Q4
7001,  Interest Income,Actual,2022,Nov,3196,11,11/1/2022,11/30/2022,Q4
7002,  Interest Expense,Actual,2022,Nov,-4154.68,11,11/1/2022,11/30/2022,Q4
4001,  Core,Actual,2022,Dec,2320531.83,12,12/1/2022,12/31/2022,Q4
4002,  Pro,Actual,2022,Dec,1770210.24,12,12/1/2022,12/31/2022,Q4
4010,  Services,Actual,2022,Dec,1120937.53,12,12/1/2022,12/31/2022,Q4
5001,  Materials,Actual,2022,Dec,-1449411.74,12,12/1/2022,12/31/2022,Q4
5002,  Direct Labor,Actual,2022,Dec,-608012.07,12,12/1/2022,12/31/2022,Q4
5003,  Freight & Logistics,Actual,2022,Dec,-230871.29,12,12/1/2022,12/31/2022,Q4
6001,  Salaries & Wages,Actual,2022,Dec,-936763.41,12,12/1/2022,12/31/2022,Q4
6002,  Payroll Taxes,Actual,2022,Dec,-131147,12,12/1/2022,12/31/2022,Q4
6003,  Rent,Actual,2022,Dec,-58328,12,12/1/2022,12/31/2022,Q4
6004,  Marketing,Actual,2022,Dec,-326928,12,12/1/2022,12/31/2022,Q4
6005,  Software & Subscriptions,Actual,2022,Dec,-29174.71,12,12/1/2022,12/31/2022,Q4
6006,  Travel,Actual,2022,Dec,-105502.81,12,12/1/2022,12/31/2022,Q4
7001,  Interest Income,Actual,2022,Dec,,12,12/1/2022,12/31/2022,Q4
7002,  Interest Expense,Actual,2022,Dec,-5055.93,12,12/1/2022,12/31/2022,Q4
4001,  Core,Budget,2022,Jan,2022801.12,1,1/1/2022,1/31/2022,Q1
4002,  Pro,Budget,2022,Jan,1505706.37,1,1/1/2022,1/31/2022,Q1
4010,  Services,Budget,2022,Jan,894219.3,1,1/1/2022,1/31/2022,Q1
5001,  Materials,Budget,2022,Jan,-1150149.78,1,1/1/2022,1/31/2022,Q1
5002,  Direct Labor,Budget,2022,Jan,-519339.38,1,1/1/2022,1/31/2022,Q1
5003,  Freight & Logistics,Budget,2022,Jan,-187671.6,1,1/1/2022,1/31/2022,Q1
6001,  Salaries & Wages,Budget,2022,Jan,-943693.23,1,1/1/2022,1/31/2022,Q1
6002,  Payroll Taxes,Budget,2022,Jan,-132117.05,1,1/1/2022,1/31/2022,Q1
6003,  Rent,Budget,2022,Jan,-57958.84,1,1/1/2022,1/31/2022,Q1
6004,  Marketing,Budget,2022,Jan,-312996.12,1,1/1/2022,1/31/2022,Q1
6005,  Software & Subscriptions,Budget,2022,Jan,-28769.31,1,1/1/2022,1/31/2022,Q1
6006,  Travel,Budget,2022,Jan,-87861.38,1,1/1/2022,1/31/2022,Q1
7001,  Interest Income,Budget,2022,Jan,2858.61,1,1/1/2022,1/31/2022,Q1
7002,  Interest Expense,Budget,2022,Jan,-3841.88,1,1/1/2022,1/31/2022,Q1
4001,  Core,Budget,2022,Feb,2073435.02,2,2/1/2022,2/28/2022,Q1
4002,  Pro,Budget,2022,Feb,1614097.38,2,2/1/2022,2/28/2022,Q1
4010,  Services,Budget,2022,Feb,943360.41,2,2/1/2022,2/28/2022,Q1
5001,  Materials,Budget,2022,Feb,-1215975.99,2,2/1/2022,2/28/2022,Q1
5002,  Direct Labor,Budget,2022,Feb,-547135,2,2/1/2022,2/28/2022,Q1
5003,  Freight & Logistics,Budget,2022,Feb,-194576,2,2/1/2022,2/28/2022,Q1
6001,  Salaries & Wages,Budget,2022,Feb,-952452,2,2/1/2022,2/28/2022,Q1
6002,  Payroll Taxes,Budget,2022,Feb,-133343.34,2,2/1/2022,2/28/2022,Q1
6003,  Rent,Budget,2022,Feb,-58757.37,2,2/1/2022,2/28/2022,Q1
6004,  Marketing,Budget,2022,Feb,-328901,2,2/1/2022,2/28/2022,Q1
6005,  Software & Subscriptions,Budget,2022,Feb,-28498,2,2/1/2022,2/28/2022,Q1
6006,  Travel,Budget,2022,Feb,-93768.52,2,2/1/2022,2/28/2022,Q1
7001,  Interest Income,Budget,2022,Feb,3283.5,2,2/1/2022,2/28/2022,Q1
7002,  Interest Expense,Budget,2022,Feb,-3569.58,2,2/1/2022,2/28/2022,Q1
4001,  Core,Budget,2022,Mar,2276192,3,3/1/2022,3/31/2022,Q1
4002,  Pro,Budget,2022,Mar,1757481.98,3,3/1/2022,3/31/2022,Q1
4010,  Services,Budget,2022,Mar,1001867.02,3,3/1/2022,3/31/2022,Q1
5001,  Materials,Budget,2022,Mar,-1322942.38,3,3/1/2022,3/31/2022,Q1
5002,  Direct Labor,Budget,2022,Mar,-594369.81,3,3/1/2022,3/31/2022,Q1
5003,  Freight & Logistics,Budget,2022,Mar,,3,3/1/2022,3/31/2022,Q1
6001,  Salaries & Wages,Budget,2022,Mar,-938330.53,3,3/1/2022,3/31/2022,Q1
6002,  Payroll Taxes,Budget,2022,Mar,-131366.27,3,3/1/2022,3/31/2022,Q1
6003,  Rent,Budget,2022,Mar,-58141.62,3,3/1/2022,3/31/2022,Q1
6004,  Marketing,Budget,2022,Mar,-351334.76,3,3/1/2022,3/31/2022,Q1
6005,  Software & Subscriptions,Budget,2022,Mar,-28848.87,3,3/1/2022,3/31/2022,Q1
6006,  Travel,Budget,2022,Mar,-106226.85,3,3/1/2022,3/31/2022,Q1
7001,  Interest Income,Budget,2022,Mar,3455.59,3,3/1/2022,3/31/2022,Q1
7002,  Interest Expense,Budget,2022,Mar,-4055.5,3,3/1/2022,3/31/2022,Q1
4001,  Core,Budget,2022,Apr,2262535.39,4,4/1/2022,4/30/2022,Q2
4002,  Pro,Budget,2022,Apr,1618856.56,4,4/1/2022,4/30/2022,Q2
4010,  Services,Budget,2022,Apr,954293.95,4,4/1/2022,4/30/2022,Q2
5001,  Materials,Budget,2022,Apr,-1257302,4,4/1/2022,4/30/2022,Q2
5002,  Direct Labor,Budget,2022,Apr,-568602.77,4,4/1/2022,4/30/2022,Q2
5003,  Freight & Logistics,Budget,2022,Apr,-201817.5,4,4/1/2022,4/30/2022,Q2
6001,  Salaries & Wages,Budget,2022,Apr,-925157.42,4,4/1/2022,4/30/2022,Q2
6002,  Payroll Taxes,Budget,2022,Apr,-129522.05,4,4/1/2022,4/30/2022,Q2
6003,  Rent,Budget,2022,Apr,-58300.9,4,4/1/2022,4/30/2022,Q2
6004,  Marketing,Budget,2022,Apr,-343663.34,4,4/1/2022,4/30/2022,Q2
6005,  Software & Subscriptions,Budget,2022,Apr,-28603.93,4,4/1/2022,4/30/2022,Q2
6006,  Travel,Budget,2022,Apr,-96748.29,4,4/1/2022,4/30/2022,Q2
7001,  Interest Income,Budget,2022,Apr,,4,4/1/2022,4/30/2022,Q2
7002,  Interest Expense,Budget,2022,Apr,-3915.81,4,4/1/2022,4/30/2022,Q2
4001,  Core,Budget,2022,May,2214528.75,5,5/1/2022,5/31/2022,Q2
4002,  Pro,Budget,2022,May,1759170.18,5,5/1/2022,5/31/2022,Q2
4010,  Services,Budget,2022,May,1049901.25,5,5/1/2022,5/31/2022,Q2
5001,  Materials,Budget,2022,May,-1305175,5,5/1/2022,5/31/2022,Q2
5002,  Direct Labor,Budget,2022,May,-591022.5,5,5/1/2022,5/31/2022,Q2
5003,  Freight & Logistics,Budget,2022,May,-210771.95,5,5/1/2022,5/31/2022,Q2
6001,  Salaries & Wages,Budget,2022,May,-965484.52,5,5/1/2022,5/31/2022,Q2
